review_id,review_comment,true_sentiment
879,Very satisfied with the purchase,Positive
880,Great quality and fast delivery,Positive
881,Refund process was very slow,Negative
882,Poor quality and delayed delivery,Negative
883,Excellent service and friendly staff,Positive
884,Love this product will buy again,Positive
885,Item arrived damaged,Negative
886,Great quality and fast delivery,Positive
887,Excellent service and friendly staff,Positive
888,Great quality and fast delivery,Positive
889,Love this product will buy again,Positive
890,The item matches the description,Neutral
891,Refund process was very slow,Negative
892,Great quality and fast delivery,Positive
893,Amazing product highly recommended,Positive
894,Love this product will buy again,Positive
895,Product received as expected,Neutral
896,Excellent service and friendly staff,Positive
897,Love this product will buy again,Positive
898,Amazing product highly recommended,Positive
899,Very disappointed with the product,Negative
900,Great quality and fast delivery,Positive
901,Refund process was very slow,Negative
902,Very satisfied with the purchase,Positive
903,Amazing product highly recommended,Positive
904,Delivery was okay,Neutral
905,Item arrived damaged,Negative
906,Very satisfied with the purchase,Positive
907,Very disappointed with the product,Negative
908,The item matches the description,Neutral
909,Amazing product highly recommended,Positive
910,It works fine,Neutral
911,Love this product will buy again,Positive
912,Refund process was very slow,Negative
913,Very satisfied with the purchase,Positive
914,Bad customer support experience,Negative
915,Delivery was okay,Neutral
916,Very satisfied with the purchase,Positive
917,Very disappointed with the product,Negative
918,Item arrived damaged,Negative
919,Love this product will buy again,Positive
920,Delivery was okay,Neutral
921,Average experience overall,Neutral
922,Amazing product highly recommended,Positive
923,Excellent service and friendly staff,Positive
924,Love this product will buy again,Positive
925,Very satisfied with the purchase,Positive
926,Love this product will buy again,Positive
927,Very disappointed with the product,Negative
928,Very satisfied with the purchase,Positive
929,Excellent service and friendly staff,Positive
930,Average experience overall,Neutral
931,Refund process was very slow,Negative
932,It works fine,Neutral
933,Very disappointed with the product,Negative
934,Great quality and fast delivery,Positive
935,Bad customer support experience,Negative
936,Amazing product highly recommended,Positive
937,Amazing product highly recommended,Positive
938,Delivery was okay,Neutral
939,Amazing product highly recommended,Positive
940,Very disappointed with the product,Negative
941,Very satisfied with the purchase,Positive
942,Great quality and fast delivery,Positive
943,Amazing product highly recommended,Positive
944,Average experience overall,Neutral
945,Refund process was very slow,Negative
946,Great quality and fast delivery,Positive
947,Love this product will buy again,Positive
948,Poor quality and delayed delivery,Negative
949,Average experience overall,Neutral
950,Excellent service and friendly staff,Positive
951,Great quality and fast delivery,Positive
952,Amazing product highly recommended,Positive
953,Very disappointed with the product,Negative
954,Amazing product highly recommended,Positive
955,Love this product will buy again,Positive
956,Product received as expected,Neutral
957,Excellent service and friendly staff,Positive
958,Average experience overall,Neutral
959,It works fine,Neutral
960,Great quality and fast delivery,Positive
961,Amazing product highly recommended,Positive
962,Excellent service and friendly staff,Positive
963,Product received as expected,Neutral
964,Average experience overall,Neutral
965,Refund process was very slow,Negative
966,Very disappointed with the product,Negative
967,Amazing product highly recommended,Positive
968,Bad customer support experience,Negative
969,Amazing product highly recommended,Positive
970,The item matches the description,Neutral
971,Very satisfied with the purchase,Positive
972,The item matches the description,Neutral
973,Very satisfied with the purchase,Positive
974,Refund process was very slow,Negative
975,Refund process was very slow,Negative
976,Excellent service and friendly staff,Positive
977,Bad customer support experience,Negative
978,Refund process was very slow,Negative
979,Bad customer support experience,Negative
980,Bad customer support experience,Negative
981,Excellent service and friendly staff,Positive
982,Love this product will buy again,Positive
983,Delivery was okay,Neutral
984,Poor quality and delayed delivery,Negative
985,Very satisfied with the purchase,Positive
986,Excellent service and friendly staff,Positive
987,Very satisfied with the purchase,Positive
988,Item arrived damaged,Negative
989,Refund process was very slow,Negative
990,Love this product will buy again,Positive
991,Very satisfied with the purchase,Positive
992,Delivery was okay,Neutral
993,Amazing product highly recommended,Positive
994,Very satisfied with the purchase,Positive
995,Poor quality and delayed delivery,Negative
996,Very satisfied with the purchase,Positive
997,Love this product will buy again,Positive
998,Amazing product highly recommended,Positive
999,Excellent service and friendly staff,Positive
1000,Very satisfied with the purchase,Positive
